dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
PCA11,compound_digital,severe,resnet50,0.2201018990273274,0.2120356646595646,0.2287169986104678,0.0041840893461786
PCA11,compound_field,severe,resnet50,0.3087540528022232,0.3007874015748031,0.3176493747105141,0.0042946406004997
PCA11,clean,0,efficientnet_b3,0.9115331171838814,0.8994905048633627,0.9231125521074572,0.0060080915312857
PCA11,gaussian_blur,12,efficientnet_b3,0.2929133858267717,0.2845715609078277,0.3019939786938397,0.0044203951912992
PCA11,defocus_blur,11,efficientnet_b3,0.533024548402038,0.5236683649837888,0.5426609541454377,0.0050118807694212
PCA11,resize,2.0,efficientnet_b3,0.8204724409448819,0.8133395090319593,0.8272371468272348,0.0036359980288604
PCA11,jpeg,10,efficientnet_b3,0.7374710514126911,0.729316813339509,0.7464566929133858,0.004349281038939
PCA11,scratch,severe,efficientnet_b3,0.5240389069013432,0.5136637332098194,0.5331194997684113,0.0049085932352204
PCA11,compound,severe,efficientnet_b3,0.1430291801760074,0.136544696618805,0.1498842056507642,0.0034299729537833
PCA11,compound_optical,severe,efficientnet_b3,0.4113015284854099,0.4022209356183418,0.4208429828624363,0.0048140438285555
PCA11,compound_digital,severe,efficientnet_b3,0.5927744326076887,0.5838814265863825,0.6022232515053265,0.0047463448982295
PCA11,compound_field,severe,efficientnet_b3,0.337007874015748,0.3284807781380269,0.3459958314034275,0.004487538797429
PCA11,clean,0,convnext_tiny,0.9249652616952292,0.9143121815655396,0.935618341824919,0.0056239761512265
PCA11,gaussian_blur,12,convnext_tiny,0.2309402501157943,0.2229735988883742,0.2392797591477536,0.004195282846868
PCA11,defocus_blur,11,convnext_tiny,0.4021306160259379,0.3924015748031496,0.4113941639647985,0.0047715983492549
PCA11,resize,2.0,convnext_tiny,0.7285780453913849,0.7208823529411765,0.7367299675775822,0.0041464839892569
PCA11,jpeg,10,convnext_tiny,0.6548402037980546,0.6465030106530801,0.663642890226957,0.0045189780105575
PCA11,scratch,severe,convnext_tiny,0.4091709124594719,0.3995368226030569,0.4179805465493283,0.0047664028535918
PCA11,compound,severe,convnext_tiny,0.0711440481704492,0.0663270032422417,0.076146364057434,0.0024891454900949
PCA11,compound_optical,severe,convnext_tiny,0.3033811949976841,0.2942102825382121,0.3127420101899027,0.0046015193071247
PCA11,compound_digital,severe,convnext_tiny,0.4245484020379805,0.415463177396943,0.4341848077813803,0.0048025538249531
PCA11,compound_field,severe,convnext_tiny,0.2856878184344604,0.2774409448818897,0.2944881889763779,0.0043240098488173
PCA11,clean,0,swin_tiny,0.9323761000463178,0.921723019916628,0.9430291801760076,0.0053464792839489
PCA11,gaussian_blur,12,swin_tiny,0.201389532190829,0.1936058360352014,0.2092658638258453,0.0039918967803641
PCA11,defocus_blur,11,swin_tiny,0.387772116720704,0.3787818434460398,0.3977767484946735,0.0048124472874826
PCA11,resize,2.0,swin_tiny,0.7618341824918944,0.7539555349698934,0.7693399722093562,0.0040327811073495
PCA11,jpeg,10,swin_tiny,0.6598425196850394,0.6510421491431219,0.6685502547475684,0.004472495048433
PCA11,scratch,severe,swin_tiny,0.6442797591477536,0.6349235757295044,0.6529874942102826,0.0046300782667187
PCA11,compound,severe,swin_tiny,0.0965261695229272,0.0910583603520148,0.1027327466419638,0.0029589648607243
PCA11,compound_optical,severe,swin_tiny,0.2976377952755905,0.289113015284854,0.3065308012968967,0.0044638755414086
PCA11,compound_digital,severe,swin_tiny,0.4000926354793886,0.3912876331635016,0.4094511347846225,0.0047047041803063
PCA11,compound_field,severe,swin_tiny,0.3276516905974988,0.3187586845761926,0.337105141269106,0.0046803489021582
PCA11,clean,0,dinov2_b,0.9129226493747103,0.9013316350162112,0.9240389069013432,0.0059235980933719
PCA11,gaussian_blur,12,dinov2_b,0.2007410838351088,0.1934228809634089,0.2088026864289022,0.0038945277573303
PCA11,defocus_blur,11,dinov2_b,0.3375636868920796,0.3289485873089393,0.3467369152385364,0.0044952784289453
PCA11,resize,2.0,dinov2_b,0.8273274664196387,0.8201018990273274,0.8343700787401575,0.0036671378625567
PCA11,jpeg,10,dinov2_b,0.6811486799444187,0.6716975451597962,0.6900463177396944,0.0045889965102024
PCA11,scratch,severe,dinov2_b,0.9107920333487726,0.905511811023622,0.9161672070402964,0.0026790874819717
PCA11,compound,severe,dinov2_b,0.133950903195924,0.1280199166280685,0.1403427512737378,0.00331794781563
PCA11,compound_optical,severe,dinov2_b,0.2283464566929134,0.2206553960166744,0.2365910143584993,0.0040875731166865
PCA11,compound_digital,severe,dinov2_b,0.575544233441408,0.5662783696155628,0.585178323297823,0.0047547176625897
PCA11,compound_field,severe,dinov2_b,0.3056044465030106,0.2971723019916628,0.3144094488188976,0.0043578004360892
PCA11,clean,0,hrnet32,0.93886058360352,0.9286706808707736,0.9481241315423808,0.0050881861480832
PCA11,gaussian_blur,12,hrnet32,0.1537748957850856,0.1470125057897174,0.1600764242704956,0.0034106139806783
PCA11,defocus_blur,11,hrnet32,0.3360815192218619,0.3272811486799444,0.3449768411301528,0.0046299351597771
PCA11,resize,2.0,hrnet32,0.7412691060676239,0.7332955071792497,0.7492427049559981,0.0041240705329767
PCA11,jpeg,10,hrnet32,0.7590551181102362,0.750715609078277,0.7670217693376563,0.0041557197844994
PCA11,scratch,severe,hrnet32,0.4585456229735989,0.4491871236683649,0.4679018063918481,0.0047594417384172
PCA11,compound,severe,hrnet32,0.1196850393700787,0.1136637332098193,0.1256160259379342,0.0030760630741295
PCA11,compound_optical,severe,hrnet32,0.2251042149143121,0.2172278832792959,0.2333510884668828,0.0041562745898783
PCA11,compound_digital,severe,hrnet32,0.3109773043075498,0.3018990273274664,0.3199629458082446,0.0046043894043127
PCA11,compound_field,severe,hrnet32,0.3380268642890227,0.3289462714219546,0.347292728114868,0.004645570720786
PCA11,clean,0,mobilenetv3,0.904122278832793,0.8925428439092172,0.9161648911533116,0.0061538913339809
PCA11,gaussian_blur,12,mobilenetv3,0.2016674386289949,0.1942566002779064,0.2098193608151922,0.0039574542487457
PCA11,defocus_blur,11,mobilenetv3,0.4498378879110699,0.4409448818897638,0.4587355257063455,0.0047198404883773
PCA11,resize,2.0,mobilenetv3,0.6123205187586845,0.6033348772579898,0.6214937471051413,0.0044988174026035
PCA11,jpeg,10,mobilenetv3,0.663455303381195,0.6550231588698471,0.6724432607688745,0.0045921885994816
PCA11,scratch,severe,mobilenetv3,0.5561834182491895,0.5471028253821213,0.5657248726262158,0.0048309406719935
PCA11,compound,severe,mobilenetv3,0.0736452061139416,0.0691963872163038,0.0785572024085224,0.0025212753883641
PCA11,compound_optical,severe,mobilenetv3,0.2434460398332561,0.2357549791570171,0.2515099583140343,0.0041054748875122
PCA11,compound_digital,severe,mobilenetv3,0.2756831866604909,0.267438628994905,0.2838420565076424,0.0043765079489348
PCA11,compound_field,severe,mobilenetv3,0.3911069939786938,0.3818434460398333,0.4002802223251505,0.0047672515982542
